"SiteName","SiteID","PrimaryUse","Borough","AreaHa","Easting","Northing","Qualifier","DataSource","DataVersion","ReleaseDate","Copyright"
"Lisson Grove Estate","OS_We_0087","Play space","Westminster",0.0200,526740,182489,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Longmoore Gardens Playground","OS_We_0090","Play space","Westminster",0.0536,529366,178688,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lower Grosvenor Gardens","OS_We_0092","Formal garden","Westminster",0.2879,528829,179145,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Marble Arch","OS_We_0096","Other hard surfaced areas","Westminster",1.1855,527791,180932,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Micky Star Play Project","OS_We_0100","Play space","Westminster",0.0835,527017,181430,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Millbank Gardens","OS_We_0101","Park","Westminster",0.2356,529983,178604,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Montpelier Square","OS_We_0104","Formal garden","Westminster",0.2072,527356,179513,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Mount Street Gardens","OS_We_0105","Formal garden","Westminster",0.6060,528463,180553,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"New Trinity Mews Playground","OS_We_0108","Play space","Westminster",0.1372,529771,178162,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Norfolk Square Gardens","OS_We_0109","Formal garden","Westminster",0.2621,526837,181243,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Open Spaces Around Westway","OS_We_0111","Road island/verge","Westminster",0.3889,526537,181678,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Orange Park","OS_We_0113","Park","Westminster",0.1037,526728,182222,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Orange Square","OS_We_0114","Civic/market square","Westminster",0.0548,528342,178486,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Paddington Central","OS_We_0116","Civic/market square","Westminster",0.5694,526370,181606,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Paddington Green","OS_We_0117","Park","Westminster",0.4761,526780,181753,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Paddington Recreation Ground","OS_We_0119","Recreation ground","Westminster",10.6359,525585,182824,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Paddington Street Gardens (North)","OS_We_0120","Park","Westminster",0.2294,528121,181837,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Paddington Street Gardens (South)","OS_We_0121","Park","Westminster",0.9279,528175,181737,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Park Lane Islands","OS_We_0122","Road island/verge","Westminster",1.9449,528050,180615,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Parliament Square","OS_We_0124","Formal garden","Westminster",0.5464,530114,179628,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Pimlico Gardens","OS_We_0125","Park","Westminster",0.4229,529656,177938,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Porchester Square Gardens","OS_We_0127","Formal garden","Westminster",0.4070,525871,181418,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Prince's Gardens","OS_We_0130","Formal garden","Westminster",1.1016,526913,179403,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Queens Park Gardens","OS_We_0135","Park","Westminster",1.1760,524339,182576,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Randolph Gardens Open Space","OS_We_0138","Park","Westminster",0.5490,525568,183181,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Randolf Gardens","OS_We_0139","Formal garden","Westminster",0.0697,525719,183079,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Rembrandt Gardens","OS_We_0142","Formal garden","Westminster",0.2981,526270,181840,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Riverside Walk Gardens","OS_We_0143","Formal garden","Westminster",0.1913,530073,178353,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Royal Academy","OS_We_0145","Civic/market square","Westminster",0.1753,529226,180515,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Shrewsbury Road Open Space","OS_We_0148","Formal garden","Westminster",0.1515,525161,181371,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Soho Square","OS_We_0149","Formal garden","Westminster",0.4572,529698,181249,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Somerset House","OS_We_0150","Civic/market square","Westminster",0.3747,530755,180807,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Anne's Churchyard","OS_We_0151","Formal garden","Westminster",0.1701,529688,180915,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Augustine's Church","OS_We_0152","Cemetery/churchyard","Westminster",0.4424,525527,183144,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St George's Square (south)","OS_We_0157","Formal garden","Westminster",1.3022,529612,178109,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St James The Lesser Church Forecourt","OS_We_0158","Cemetery/churchyard","Westminster",0.0877,529573,178543,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St James's Park","OS_We_0159","Park","Westminster",22.9436,529628,179849,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St James's Piccadilly Church Garden","OS_We_0160","Cemetery/churchyard","Westminster",0.2309,529386,180503,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St James's Square","OS_We_0161","Formal garden","Westminster",0.9159,529509,180343,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St John's Gardens (Westminster)","OS_We_0163","Formal garden","Westminster",0.5843,530048,178931,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St John's Smith Square","OS_We_0164","Cemetery/churchyard","Westminster",0.1036,530111,179110,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St John's Wood Adventure Playground","OS_We_0165","Play space","Westminster",0.0958,527178,183427,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St John's Wood Churchyard Gardens","OS_We_0166","Formal garden","Westminster",2.2519,527098,182945,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Mary's Church Grounds","OS_We_0169","Cemetery/churchyard","Westminster",0.3916,526688,181741,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Mary's Churchyard (Westminster)","OS_We_0170","Cemetery/churchyard","Westminster",1.3418,526634,181868,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Mary's Square Open Space","OS_We_0171","Park","Westminster",0.0764,526585,181731,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Stephen's Gardens","OS_We_0175","Play space","Westminster",0.1243,525211,181455,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Stone Wharf","OS_We_0176","Civic/market square","Westminster",0.1958,526360,181751,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Sussex Gardens","OS_We_0177","Formal garden","Westminster",0.1280,526683,180972,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Sussex Street Playground","OS_We_0180","Play space","Westminster",0.0659,529000,178310,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Talbot Square Gardens","OS_We_0183","Formal garden","Westminster",0.0907,526764,181125,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Tamplin Mews Garden & Playground","OS_We_0184","Park","Westminster",0.4410,525115,182371,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Tate Gallery Gardens","OS_We_0185","Formal garden","Westminster",0.6942,530121,178559,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Victoria Tower Gardens","OS_We_0192","Park","Westminster",2.0307,530258,179201,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Trafalgar Square","OS_We_0194","Civic/market square","Westminster",1.0961,530005,180460,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Upper Grosvenor Gardens","OS_We_0197","Formal garden","Westminster",0.1817,528711,179278,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Victoria Embankment Gardens","OS_We_0198","Formal garden","Westminster",2.0509,530464,180516,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Victoria Square","OS_We_0199","Formal garden","Westminster",0.0324,528864,179273,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Victoria Tower Gardens South","OS_We_0200","Formal garden","Westminster",0.1797,530265,178899,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Violet Hill Gardens","OS_We_0201","Play space","Westminster",0.2297,526167,183124,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Westbourne Gardens","OS_We_0206","Formal garden","Westminster",0.1153,525645,181365,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Westbourne Green","OS_We_0207","Park","Westminster",3.5965,525756,181793,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Westbourne Green Sports Complex","OS_We_0208","Other recreational","Westminster",2.2484,525410,181715,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Westminster Abbey","OS_We_0209","Cemetery/churchyard","Westminster",1.0495,530095,179498,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Westminster Cathedral Piazza","OS_We_0211","Civic/market square","Westminster",0.2234,529211,179143,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"White Hall Extension","OS_We_0215","Formal garden","Westminster",0.6375,530306,179997,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Great Cloister","OS_We_0219","Cemetery/churchyard","Westminster",0.0996,530049,179459,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Causton Street Playground","OS_We_0220","Play space","Westminster",0.1120,529837,178543,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Buckingham Palace External Forecourt","OS_We_0226","Civic/market square","Westminster",2.4995,529161,179744,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Abbots Manor Playground","OS_We_0230","Play space","Westminster",0.0298,528703,178399,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Queens Chapel of the Savoy","OS_We_0234","","Westminster",0.0652,530589,180755,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Temple Gardens","OS_We_0237","Formal garden","Westminster",0.3033,531036,180825,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Whitehall Gardens","OS_We_0240","Formal garden","Westminster",0.8465,530340,180193,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Crown Reach Open Space","OS_We_0243","","Westminster",0.1196,529956,178156,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ha'Penny Steps (Kensal Wharf Open Space)","OS_We_0249","","Westminster",0.0322,524475,182344,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cardinal Place","OS_We_0250","Civic/market square","Westminster",0.9110,529142,179310,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Abbotts Park","OS_WF_0009","Park","Waltham Forest",1.7076,538226,187690,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ainslie Wood","OS_WF_0011","Nature reserve","Waltham Forest",2.0555,537800,192093,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Ainslie Wood Sports Ground","OS_WF_0013","Playing fields","Waltham Forest",1.3792,537883,192177,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lee Valley Park between Harbet Road and A406 East","OS_WF_0016","Amenity green space","Waltham Forest",3.0201,536227,192047,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bakers Almshouses","OS_WF_0023","Formal garden","Waltham Forest",0.5180,537665,188058,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Banbury Reservoir","OS_WF_0024","Reservoir","Waltham Forest",48.3453,536186,191382,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bisterne Avenue Park","OS_WF_0027","Park","Waltham Forest",0.6449,538741,189758,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Bluehouse Road Playing Field","OS_WF_0031","Playing fields","Waltham Forest",3.3152,539624,193613,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cann Hall Park","OS_WF_0035","Park","Waltham Forest",0.5196,539824,186201,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Walthamstow Forest Car Park","OS_WF_0037","Other","Waltham Forest",0.4762,538667,190916,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Cathall Leisure Centre","OS_WF_0038","Landscaping around premises","Waltham Forest",0.4006,538999,186492,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chase Lane Park","OS_WF_0043","Park","Waltham Forest",2.9623,536779,192544,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Wadham Avenue Open Space","OS_WF_0047","Amenity green space","Waltham Forest",0.7934,537820,191263,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chingford Mount Cemetery","OS_WF_0054","Cemetery/churchyard","Waltham Forest",16.4706,537753,193297,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chingford Rugby Club/Golf Range","OS_WF_0055","Playing fields","Waltham Forest",7.5004,537338,194351,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Peters in the Forest Churchyard","OS_WF_0060","Cemetery/churchyard","Waltham Forest",0.4205,539091,189516,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Coronation Gardens (Waltham Forest)","OS_WF_0069","Park","Waltham Forest",1.6629,537977,186377,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Dagenham Brook - Northern SINC","OS_WF_0073","River","Waltham Forest",0.3123,536016,188148,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Drysdale Park","OS_WF_0080","Park","Waltham Forest",0.4071,537788,195014,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Chingford Plain East (Epping Forest)","OS_WF_0086","Nature reserve","Waltham Forest",52.3926,539769,195107,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Highams Park (Epping Forest)","OS_WF_0090","Park","Waltham Forest",16.7383,539274,192328,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Leyton Flats (Epping Forest)","OS_WF_0091","Nature reserve","Waltham Forest",72.3414,539412,188644,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Walthamstow Forest (Epping Forest)","OS_WF_0092","Nature reserve","Waltham Forest",71.5303,539238,190960,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Warren Pond and Whitehall Plain (Epping Forest)","OS_WF_0094","Nature reserve","Waltham Forest",35.7393,539896,194487,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Woodford Rugby Area (Epping Forest)","OS_WF_0095","Playing fields","Waltham Forest",3.4528,539499,191719,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Greenway Avenue Nature Reserve","OS_WF_0114","Nature reserve","Waltham Forest",0.5210,538854,189478,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Henry Reynolds Gardens","OS_WF_0124","Park","Waltham Forest",0.7279,539877,187652,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Higham Hill Recreation Ground","OS_WF_0126","Recreation ground","Waltham Forest",3.0098,536047,190558,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Holly Crescent","OS_WF_0128","Amenity green space","Waltham Forest",0.3270,538963,191395,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Langthorne Park","OS_WF_0137","Park","Waltham Forest",1.7139,539025,186030,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Larks Wood","OS_WF_0140","Public woodland","Waltham Forest",18.2881,538245,192542,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lea - Argall Cycleway","OS_WF_0143","Walking/cycling route","Waltham Forest",0.1309,536134,187169,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Leyton Relief","OS_WF_0145","Amenity green space","Waltham Forest",0.5357,536291,187123,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lea Bridge Road verge","OS_WF_0147","Amenity green space","Waltham Forest",0.1916,535628,186693,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lea Valley Ice Centre - South Field and Verge","OS_WF_0152","Road island/verge","Waltham Forest",1.1427,535737,186792,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"St Egberts Playing Fields","OS_WF_0154","Playing fields","Waltham Forest",2.4166,537491,194677,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Knotts Green","OS_WF_0164","Amenity green space","Waltham Forest",0.6412,538169,188384,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Leyton Manor Park","OS_WF_0165","Park","Waltham Forest",0.5951,537714,187789,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"The Linear Park","OS_WF_0170","Park","Waltham Forest",0.4808,538877,186718,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lloyd Park","OS_WF_0173","Park","Waltham Forest",12.8620,537192,190217,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Lockwood Reservoir","OS_WF_0174","Reservoir","Waltham Forest",42.4151,535271,190201,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Long Leys Park","OS_WF_0175","Play space","Waltham Forest",0.1837,538017,191715,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Low Hall Farm","OS_WF_0178","Other","Waltham Forest",3.7394,536317,187861,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Low Hall Sports Ground","OS_WF_0180","Playing fields","Waltham Forest",17.4019,535797,187925,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Manor Way Green (Waltham Forest)","OS_WF_0182","Amenity green space","Waltham Forest",0.0795,538742,192800,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Mansfield Park (Waltham Forest)","OS_WF_0183","Park","Waltham Forest",9.3969,537504,194064,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
"Marmion Close","OS_WF_0184","Amenity green space","Waltham Forest",0.5086,537016,192947,"Centroid","Data source: various","6","July 2021","Created by Greenspace Information for Greater London CIC (GiGL) - Contains public sector information licensed under the Open Government Licence v3.0"
